feature_index,feature,importance
1390,team2_stats.in-division-by-other.Last,0.5157953029580852
1436,team2_stats.last-5-games-by-other.Rating,0.5150001275984596
2186,team2_stats.walks-per-9.Last 1,0.5135280891506775
833,team1_stats.opponent-walks-per-game.Last 3,0.5121231160346401
736,team1_stats.opponent-singles-per-game.Rank,0.5112549491288331
889,team1_stats.rbis-per-game.Last 1,0.5104458008662521
1570,team2_stats.opponent-batting-average-on-balls-in-play.Home,0.5087360391266229
984,team1_stats.stolen-bases-per-game.2022,0.5086926134915066
665,team1_stats.opponent-outs-pitched-per-game.Last 3,0.5082197284092143
2036,team2_stats.sacrifice-hits-per-game.Rank,0.508202771445751
1688,team2_stats.opponent-hits-per-run.Away,0.5075597003216092
1623,team2_stats.opponent-extra-inning-runs-per-game.2022,0.5065134562506711
1559,team2_stats.opponent-at-bats-per-home-run.Rank,0.5053904272562161
1123,team2_stats.2nd-inning-runs-per-game.Away,0.5052752841549987
967,team1_stats.sos-basic-by-other.Lo,0.503705237074582
672,team1_stats.opponent-plate-appearances.Last 3,0.5034306147157136
1583,team2_stats.opponent-double-plays-per-game.Away,0.5013374163742167
1503,team2_stats.opponent-3rd-inning-runs-per-game.Rank,0.4996685830278456
204,team1_stats.grounded-into-double-plays-per-game.Last 1,0.4979496300832849
2188,team2_stats.walks-per-9.Rank,0.4976872303773215
1929,team2_stats.opponent-walk-pct.Last 3,0.49659897481797627
1936,team2_stats.opponent-walks-per-9.Last 3,0.49642505614691623
2106,team2_stats.strikeout-pct.Last 3,0.4957143546087229
143,team1_stats.earned-runs-against-per-game.Last 1,0.4925818658464055
2161,team2_stats.vs-17-22-by-other.Last,0.4919217625725407
372,team1_stats.on-base-plus-slugging-pct.Rank,0.48908354467157167
110,team1_stats.consistency-by-other.Hi,0.4889612498736697
1568,team2_stats.opponent-batting-average-on-balls-in-play.2023,0.4887529564786328
1664,team2_stats.opponent-hit-by-pitch-per-game.Rank,0.4874917317874674
4,team1_stats.1st-inning-runs-per-game.2022,0.48725942972959313
1252,team2_stats.earned-runs-against-per-game.Home,0.4866628871404243
1040,team1_stats.vs-1-5-by-other.Hi,0.48659747427940747
1941,team2_stats.opponent-walks-per-game.Home,0.4863620297782508
1916,team2_stats.opponent-total-bases-per-game.Rank,0.48547021444337785
152,team1_stats.errors-per-game.Rank,0.48302753642014234
